Year,Economy,Economy Label,Category,Category Label,Productive Capacities Index,Productive Capacities Index Footnote,Productive Capacities Index Missing value
2018,124,Canada,30,Human capital,72.8116,,
2018,124,Canada,50,Natural capital,28.4393,,
2018,124,Canada,20,Energy,74.3398,,
2018,124,Canada,70,Transport,59.0203,,
2018,124,Canada,60,Information and Communication Technology (ICT),74.5338,,
2018,124,Canada,40,Institutions,91.687,,
2018,124,Canada,80,Private sector,82.5892,,
2018,124,Canada,10,Structural Change,76.7004,,
2018,136,Cayman Islands,0,Overall index: Productive capacities index,48.3213,At least half of the indicators in the category have been imputed.,
2018,136,Cayman Islands,30,Human capital,53.951,All indicators in the category have been imputed.,
2018,136,Cayman Islands,50,Natural capital,2.7718,,
2018,136,Cayman Islands,20,Energy,87.6149,At least half of the indicators in the category have been imputed.,
2018,136,Cayman Islands,70,Transport,94.0094,At least half of the indicators in the category have been imputed.,
2018,136,Cayman Islands,60,Information and Communication Technology (ICT),83.4017,At least half of the indicators in the category have been imputed.,
2018,136,Cayman Islands,40,Institutions,74.6116,,
2018,136,Cayman Islands,80,Private sector,93.338,All indicators in the category have been imputed.,
2018,136,Cayman Islands,10,Structural Change,41.5494,,
2018,140,Central African Republic,0,Overall index: Productive capacities index,24.3584,,
2018,140,Central African Republic,30,Human capital,17.8712,,
2018,140,Central African Republic,50,Natural capital,51.4008,,
2018,140,Central African Republic,20,Energy,13.1674,At least half of the indicators in the category have been imputed.,
2018,140,Central African Republic,70,Transport,33.4103,At least half of the indicators in the category have been imputed.,
2018,140,Central African Republic,60,Information and Communication Technology (ICT),10.2429,,
2018,140,Central African Republic,40,Institutions,20.0932,,
2018,140,Central African Republic,80,Private sector,31.6043,At least half of the indicators in the category have been imputed.,
2018,140,Central African Republic,10,Structural Change,47.1484,,
2018,148,Chad,0,Overall index: Productive capacities index,18.7759,,
2018,148,Chad,30,Human capital,16.0056,,
2018,148,Chad,50,Natural capital,80.7091,,
2018,148,Chad,20,Energy,11.2341,At least half of the indicators in the category have been imputed.,
2018,148,Chad,70,Transport,10.6494,At least half of the indicators in the category have been imputed.,
2018,148,Chad,60,Information and Communication Technology (ICT),12.6858,,
2018,148,Chad,40,Institutions,24.2034,,
2018,148,Chad,80,Private sector,32.1276,At least half of the indicators in the category have been imputed.,
2018,148,Chad,10,Structural Change,10.1318,,
2018,152,Chile,0,Overall index: Productive capacities index,58.7835,,
2018,152,Chile,30,Human capital,55.2766,,
2018,152,Chile,50,Natural capital,41.9854,,
2018,152,Chile,20,Energy,68.6425,,
2018,152,Chile,70,Transport,45.2642,,
2018,152,Chile,60,Information and Communication Technology (ICT),65.1457,,
2018,152,Chile,40,Institutions,77.1475,,
2018,152,Chile,80,Private sector,68.6365,,
2018,152,Chile,10,Structural Change,57.3184,,
2018,156,China,0,Overall index: Productive capacities index,58.5383,,
2018,156,China,30,Human capital,58.3981,,
2018,156,China,50,Natural capital,40.9925,,
2018,156,China,20,Energy,67.1826,,
2018,156,China,70,Transport,38.9336,,
2018,156,China,60,Information and Communication Technology (ICT),57.4187,,
2018,156,China,40,Institutions,48.8346,,
2018,156,China,80,Private sector,79.612,,
2018,156,China,10,Structural Change,98.6451,,
2018,344,"China, Hong Kong SAR",0,Overall index: Productive capacities index,65.9984,,
2018,344,"China, Hong Kong SAR",30,Human capital,66.3672,,
2018,344,"China, Hong Kong SAR",50,Natural capital,18.6963,At least half of the indicators in the category have been imputed.,
2018,344,"China, Hong Kong SAR",20,Energy,92.0724,,
2018,344,"China, Hong Kong SAR",70,Transport,60.1819,,
2018,344,"China, Hong Kong SAR",60,Information and Communication Technology (ICT),90.2218,,
2018,344,"China, Hong Kong SAR",40,Institutions,89.5128,,
2018,344,"China, Hong Kong SAR",80,Private sector,95.4014,,
2018,344,"China, Hong Kong SAR",10,Structural Change,67.9535,,
2018,446,"China, Macao SAR",0,Overall index: Productive capacities index,58.0913,,
2018,446,"China, Macao SAR",30,Human capital,59.8224,At least half of the indicators in the category have been imputed.,
2018,446,"China, Macao SAR",50,Natural capital,13.982,,
2018,446,"China, Macao SAR",20,Energy,83.5691,At least half of the indicators in the category have been imputed.,
2018,446,"China, Macao SAR",70,Transport,68.7567,,
2018,446,"China, Macao SAR",60,Information and Communication Technology (ICT),84.9081,,
2018,446,"China, Macao SAR",40,Institutions,77.3669,,
2018,446,"China, Macao SAR",80,Private sector,77.0142,,
2018,446,"China, Macao SAR",10,Structural Change,53.3362,,
2018,170,Colombia,0,Overall index: Productive capacities index,49.1215,,
2018,170,Colombia,30,Human capital,49.4533,,
2018,170,Colombia,50,Natural capital,37.7573,,
2018,170,Colombia,20,Energy,58.7645,,
2018,170,Colombia,70,Transport,41.465,,
2018,170,Colombia,60,Information and Communication Technology (ICT),56.1619,,
2018,170,Colombia,40,Institutions,51.1949,,
2018,170,Colombia,80,Private sector,47.7144,,
2018,170,Colombia,10,Structural Change,54.3072,,
2018,174,Comoros,0,Overall index: Productive capacities index,36.226,,
2018,174,Comoros,30,Human capital,31.6451,,
2018,174,Comoros,50,Natural capital,48.5154,,
2018,174,Comoros,20,Energy,43.4905,At least half of the indicators in the category have been imputed.,
2018,174,Comoros,70,Transport,56.4132,All indicators in the category have been imputed.,
2018,174,Comoros,60,Information and Communication Technology (ICT),21.7113,,
2018,174,Comoros,40,Institutions,33.6454,,
2018,174,Comoros,80,Private sector,44.3493,,
2018,174,Comoros,10,Structural Change,24.3052,,
2018,178,Congo,0,Overall index: Productive capacities index,30.0533,,
2018,178,Congo,30,Human capital,23.3803,,
2018,178,Congo,50,Natural capital,44.9615,,
2018,178,Congo,20,Energy,20.1177,,
2018,178,Congo,70,Transport,32.1166,,
2018,178,Congo,60,Information and Communication Technology (ICT),21.8005,At least half of the indicators in the category have been imputed.,
2018,178,Congo,40,Institutions,30.2322,,
2018,178,Congo,80,Private sector,32.1937,At least half of the indicators in the category have been imputed.,
2018,178,Congo,10,Structural Change,46.177,,
2018,180,"Congo, Dem. Rep. of the",0,Overall index: Productive capacities index,21.9809,,
2018,180,"Congo, Dem. Rep. of the",30,Human capital,19.4698,,
2018,180,"Congo, Dem. Rep. of the",50,Natural capital,44.4374,,
2018,180,"Congo, Dem. Rep. of the",20,Energy,5.4852,,
2018,180,"Congo, Dem. Rep. of the",70,Transport,16.2618,,
2018,180,"Congo, Dem. Rep. of the",60,Information and Communication Technology (ICT),16.1233,,
2018,180,"Congo, Dem. Rep. of the",40,Institutions,39.4512,All indicators in the category have been imputed.,
2018,180,"Congo, Dem. Rep. of the",80,Private sector,27.2142,,
2018,180,"Congo, Dem. Rep. of the",10,Structural Change,40.7932,,
2018,188,Costa Rica,0,Overall index: Productive capacities index,51.4857,,
2018,188,Costa Rica,30,Human capital,52.1899,,
2018,188,Costa Rica,50,Natural capital,28.3944,,
2018,188,Costa Rica,20,Energy,62.7504,,
2018,188,Costa Rica,70,Transport,43.5782,,
2018,188,Costa Rica,60,Information and Communication Technology (ICT),62.9311,,
2018,188,Costa Rica,40,Institutions,68.524,,
2018,188,Costa Rica,80,Private sector,53.4042,,
2018,188,Costa Rica,10,Structural Change,52.9058,,
2018,384,Côte d'Ivoire,0,Overall index: Productive capacities index,35.6157,,
2018,384,Côte d'Ivoire,30,Human capital,22.4539,,
2018,384,Côte d'Ivoire,50,Natural capital,48.9026,,
2018,384,Côte d'Ivoire,20,Energy,34.4094,,
2018,384,Côte d'Ivoire,70,Transport,21.9747,,
2018,384,Côte d'Ivoire,60,Information and Communication Technology (ICT),33.2517,,
2018,384,Côte d'Ivoire,40,Institutions,43.8607,,
2018,384,Côte d'Ivoire,80,Private sector,50.9637,At least half of the indicators in the category have been imputed.,
2018,384,Côte d'Ivoire,10,Structural Change,41.9526,,
2018,191,Croatia,0,Overall index: Productive capacities index,53.4272,,
2018,191,Croatia,30,Human capital,57.4744,,
2018,191,Croatia,50,Natural capital,26.8807,,
2018,191,Croatia,20,Energy,61.3004,,
2018,191,Croatia,70,Transport,42.2532,,
2018,191,Croatia,60,Information and Communication Technology (ICT),67.5754,,
2018,191,Croatia,40,Institutions,65.5455,,
2018,191,Croatia,80,Private sector,53.4581,,
2018,191,Croatia,10,Structural Change,70.067,,
2018,192,Cuba,0,Overall index: Productive capacities index,43.2773,,
2018,192,Cuba,30,Human capital,54.4394,,
2018,192,Cuba,50,Natural capital,37.031,,
2018,192,Cuba,20,Energy,66.6746,,
2018,192,Cuba,70,Transport,33.7132,,
2018,192,Cuba,60,Information and Communication Technology (ICT),34.6032,,
2018,192,Cuba,40,Institutions,44.7454,,
2018,192,Cuba,80,Private sector,37.0974,,
2018,192,Cuba,10,Structural Change,47.2751,,
2018,531,Curaçao,0,Overall index: Productive capacities index,56.2471,At least half of the indicators in the category have been imputed.,
2018,531,Curaçao,30,Human capital,48.4294,At least half of the indicators in the category have been imputed.,
2018,531,Curaçao,50,Natural capital,20.0862,,
2018,531,Curaçao,20,Energy,72.7825,,
2018,531,Curaçao,70,Transport,84.355,All indicators in the category have been imputed.,
2018,531,Curaçao,60,Information and Communication Technology (ICT),63.0093,,
2018,531,Curaçao,40,Institutions,74.1576,All indicators in the category have been imputed.,
2018,531,Curaçao,80,Private sector,64.5754,At least half of the indicators in the category have been imputed.,
2018,531,Curaçao,10,Structural Change,55.5942,At least half of the indicators in the category have been imputed.,
2018,196,Cyprus,0,Overall index: Productive capacities index,54.3556,,
2018,196,Cyprus,30,Human capital,56.209,,
2018,196,Cyprus,50,Natural capital,23.5668,,
2018,196,Cyprus,20,Energy,76.712,,
2018,196,Cyprus,70,Transport,40.9868,,
2018,196,Cyprus,60,Information and Communication Technology (ICT),72.5912,,
2018,196,Cyprus,40,Institutions,73.2849,,
2018,196,Cyprus,80,Private sector,64.5827,,
2018,196,Cyprus,10,Structural Change,53.2512,,
2018,203,Czechia,0,Overall index: Productive capacities index,61.1662,,
2018,203,Czechia,30,Human capital,68.3856,,
2018,203,Czechia,50,Natural capital,29.3844,,
2018,203,Czechia,20,Energy,73.1024,,
2018,203,Czechia,70,Transport,48.6162,,
2018,203,Czechia,60,Information and Communication Technology (ICT),68.3101,,
2018,203,Czechia,40,Institutions,77.1205,,
2018,203,Czechia,80,Private sector,66.2501,,
2018,203,Czechia,10,Structural Change,78.6061,,
2018,208,Denmark,0,Overall index: Productive capacities index,69.8755,,
2018,208,Denmark,30,Human capital,88.9468,,
2018,208,Denmark,50,Natural capital,31.5231,,
2018,208,Denmark,20,Energy,72.6586,,
2018,208,Denmark,70,Transport,62.4666,At least half of the indicators in the category have been imputed.,
2018,208,Denmark,60,Information and Communication Technology (ICT),79.2167,,
2018,208,Denmark,40,Institutions,93.7616,,
2018,208,Denmark,80,Private sector,73.1313,,
2018,208,Denmark,10,Structural Change,82.2162,,
2018,262,Djibouti,0,Overall index: Productive capacities index,42.9621,,
2018,262,Djibouti,30,Human capital,23.5889,,
2018,262,Djibouti,50,Natural capital,53.9831,,
2018,262,Djibouti,20,Energy,45.7645,At least half of the indicators in the category have been imputed.,
2018,262,Djibouti,70,Transport,61.0671,All indicators in the category have been imputed.,
2018,262,Djibouti,60,Information and Communication Technology (ICT),32.5914,,
2018,262,Djibouti,40,Institutions,37.0729,,
2018,262,Djibouti,80,Private sector,40.4998,At least half of the indicators in the category have been imputed.,
2018,262,Djibouti,10,Structural Change,66.6454,,
2018,212,Dominica,0,Overall index: Productive capacities index,52.6213,,
2018,212,Dominica,30,Human capital,45.951,,
2018,212,Dominica,50,Natural capital,19.1799,,
2018,212,Dominica,20,Energy,70.221,At least half of the indicators in the category have been imputed.,
2018,212,Dominica,70,Transport,83.8785,At least half of the indicators in the category have been imputed.,
2018,212,Dominica,60,Information and Communication Technology (ICT),55.701,,
2018,212,Dominica,40,Institutions,66.7665,,
2018,212,Dominica,80,Private sector,54.1535,,
2018,212,Dominica,10,Structural Change,56.2321,,
2018,214,Dominican Republic,0,Overall index: Productive capacities index,39.7697,,
2018,214,Dominican Republic,30,Human capital,41.8468,,
2018,214,Dominican Republic,50,Natural capital,32.2577,,
2018,214,Dominican Republic,20,Energy,62.2593,,
2018,214,Dominican Republic,70,Transport,11.2358,At least half of the indicators in the category have been imputed.,
2018,214,Dominican Republic,60,Information and Communication Technology (ICT),47.951,,
2018,214,Dominican Republic,40,Institutions,50.0062,,
2018,214,Dominican Republic,80,Private sector,44.8472,,
2018,214,Dominican Republic,10,Structural Change,61.6259,,
2018,218,Ecuador,0,Overall index: Productive capacities index,46.1796,,
2018,218,Ecuador,30,Human capital,49.9547,,
2018,218,Ecuador,50,Natural capital,33.8582,,
2018,218,Ecuador,20,Energy,57.0068,,
2018,218,Ecuador,70,Transport,37.0423,,
2018,218,Ecuador,60,Information and Communication Technology (ICT),49.742,,
2018,218,Ecuador,40,Institutions,45.7241,,
2018,218,Ecuador,80,Private sector,48.6835,,
2018,218,Ecuador,10,Structural Change,52.2983,,
2018,818,Egypt,0,Overall index: Productive capacities index,43.3341,,
2018,818,Egypt,30,Human capital,41.9527,,
2018,818,Egypt,50,Natural capital,51.3923,,
2018,818,Egypt,20,Energy,58.9827,,
2018,818,Egypt,70,Transport,28.1052,,
2018,818,Egypt,60,Information and Communication Technology (ICT),40.8986,,
2018,818,Egypt,40,Institutions,39.0192,,
2018,818,Egypt,80,Private sector,39.7885,,
2018,818,Egypt,10,Structural Change,54.7932,,
2018,222,El Salvador,0,Overall index: Productive capacities index,46.6349,,
2018,222,El Salvador,30,Human capital,44.5135,,
2018,222,El Salvador,50,Natural capital,36.0005,,
2018,222,El Salvador,20,Energy,50.6291,,
2018,222,El Salvador,70,Transport,43.8994,,
2018,222,El Salvador,60,Information and Communication Technology (ICT),50.4227,,
2018,222,El Salvador,40,Institutions,46.5645,,
2018,222,El Salvador,80,Private sector,50.3737,,
2018,222,El Salvador,10,Structural Change,53.1061,,
2018,226,Equatorial Guinea,0,Overall index: Productive capacities index,33.0056,,
2018,226,Equatorial Guinea,30,Human capital,24.2308,,
2018,226,Equatorial Guinea,50,Natural capital,32.301,,
2018,226,Equatorial Guinea,20,Energy,57.6415,,
2018,226,Equatorial Guinea,70,Transport,34.5292,,
2018,226,Equatorial Guinea,60,Information and Communication Technology (ICT),22.9319,,
2018,226,Equatorial Guinea,40,Institutions,25.9983,,
2018,226,Equatorial Guinea,80,Private sector,37.513,At least half of the indicators in the category have been imputed.,
2018,226,Equatorial Guinea,10,Structural Change,40.4228,,
2018,232,Eritrea,0,Overall index: Productive capacities index,23.7642,,
2018,232,Eritrea,30,Human capital,22.8378,,
2018,232,Eritrea,50,Natural capital,52.9749,,
2018,232,Eritrea,20,Energy,22.8507,,
2018,232,Eritrea,70,Transport,15.7963,,
2018,232,Eritrea,60,Information and Communication Technology (ICT),11.4794,At least half of the indicators in the category have been imputed.,
2018,232,Eritrea,40,Institutions,18.8768,,
2018,232,Eritrea,80,Private sector,34.2529,At least half of the indicators in the category have been imputed.,
2018,232,Eritrea,10,Structural Change,31.3801,At least half of the indicators in the category have been imputed.,
2018,233,Estonia,0,Overall index: Productive capacities index,56.3844,,
2018,233,Estonia,30,Human capital,64.5771,,
2018,233,Estonia,50,Natural capital,32.3216,,
2018,233,Estonia,20,Energy,67.8162,,
2018,233,Estonia,70,Transport,24.4862,,
2018,233,Estonia,60,Information and Communication Technology (ICT),75.6383,,
2018,233,Estonia,40,Institutions,83.2608,,
2018,233,Estonia,80,Private sector,62.7461,,
2018,233,Estonia,10,Structural Change,74.589,,
2018,748,Eswatini,0,Overall index: Productive capacities index,38.9357,,
2018,748,Eswatini,30,Human capital,34.186,,
2018,748,Eswatini,50,Natural capital,49.2069,,
2018,748,Eswatini,20,Energy,35.3593,,
2018,748,Eswatini,70,Transport,29.8621,,
2018,748,Eswatini,60,Information and Communication Technology (ICT),35.93,,
2018,748,Eswatini,40,Institutions,43.1657,,
2018,748,Eswatini,80,Private sector,43.5653,At least half of the indicators in the category have been imputed.,
2018,748,Eswatini,10,Structural Change,44.0097,,
2018,231,Ethiopia,0,Overall index: Productive capacities index,30.0145,,
2018,231,Ethiopia,30,Human capital,25.3842,,
2018,231,Ethiopia,50,Natural capital,50.0879,,
2018,231,Ethiopia,20,Energy,17.6224,,
2018,231,Ethiopia,70,Transport,27.1201,,
2018,231,Ethiopia,60,Information and Communication Technology (ICT),17.0368,At least half of the indicators in the category have been imputed.,
2018,231,Ethiopia,40,Institutions,37.1969,,
2018,231,Ethiopia,80,Private sector,37.4945,At least half of the indicators in the category have been imputed.,
2018,231,Ethiopia,10,Structural Change,45.618,,
2018,242,Fiji,0,Overall index: Productive capacities index,48.5861,,
2018,242,Fiji,30,Human capital,38.7529,,
2018,242,Fiji,50,Natural capital,25.976,,
2018,242,Fiji,20,Energy,58.2959,At least half of the indicators in the category have been imputed.,
2018,242,Fiji,70,Transport,63.2743,,
2018,242,Fiji,60,Information and Communication Technology (ICT),43.9945,,
2018,242,Fiji,40,Institutions,66.1677,,
2018,242,Fiji,80,Private sector,56.0861,,
2018,242,Fiji,10,Structural Change,51.2216,,
2018,246,Finland,0,Overall index: Productive capacities index,62.7083,,
2018,246,Finland,30,Human capital,87.3213,,
2018,246,Finland,50,Natural capital,19.6817,,
2018,246,Finland,20,Energy,71.6701,,
2018,246,Finland,70,Transport,59.4632,,
2018,246,Finland,60,Information and Communication Technology (ICT),67.8939,,
2018,246,Finland,40,Institutions,96.1837,,
2018,246,Finland,80,Private sector,68.7329,,
2018,246,Finland,10,Structural Change,72.7331,,
2018,251,France,0,Overall index: Productive capacities index,63.0999,,
2018,251,France,30,Human capital,75.0088,,
2018,251,France,50,Natural capital,20.84,,
2018,251,France,20,Energy,71.9425,,
2018,251,France,70,Transport,52.3596,,
2018,251,France,60,Information and Communication Technology (ICT),76.4934,,
2018,251,France,40,Institutions,80.7864,,
2018,251,France,80,Private sector,75.1074,,
2018,251,France,10,Structural Change,91.9582,,
2018,266,Gabon,0,Overall index: Productive capacities index,34.319,,
2018,266,Gabon,30,Human capital,32.147,,
2018,266,Gabon,50,Natural capital,32.6823,,
2018,266,Gabon,20,Energy,42.0914,,
2018,266,Gabon,70,Transport,17.7312,At least half of the indicators in the category have been imputed.,
2018,266,Gabon,60,Information and Communication Technology (ICT),37.4224,,
2018,266,Gabon,40,Institutions,38.6006,,
2018,266,Gabon,80,Private sector,35.7229,At least half of the indicators in the category have been imputed.,
2018,266,Gabon,10,Structural Change,47.5574,,
2018,270,Gambia,0,Overall index: Productive capacities index,30.9127,,
2018,270,Gambia,30,Human capital,21.5659,,
2018,270,Gambia,50,Natural capital,49.428,,
2018,270,Gambia,20,Energy,30.0485,At least half of the indicators in the category have been imputed.,
2018,270,Gambia,70,Transport,15.3035,,
2018,270,Gambia,60,Information and Communication Technology (ICT),32.0904,,
2018,270,Gambia,40,Institutions,45.4458,,
2018,270,Gambia,80,Private sector,26.8436,,
2018,270,Gambia,10,Structural Change,43.4539,,
2018,268,Georgia,0,Overall index: Productive capacities index,49.8666,,
2018,268,Georgia,30,Human capital,49.8171,,
2018,268,Georgia,50,Natural capital,33.4314,,
2018,268,Georgia,20,Energy,60.9543,,
2018,268,Georgia,70,Transport,32.9538,,
2018,268,Georgia,60,Information and Communication Technology (ICT),62.0544,,
2018,268,Georgia,40,Institutions,65.1917,,
2018,268,Georgia,80,Private sector,48.2781,,
2018,268,Georgia,10,Structural Change,58.5222,,
2018,276,Germany,0,Overall index: Productive capacities index,66.4363,,
2018,276,Germany,30,Human capital,82.1361,,
2018,276,Germany,50,Natural capital,20.9476,,
2018,276,Germany,20,Energy,77.1205,,
2018,276,Germany,70,Transport,54.0276,,
2018,276,Germany,60,Information and Communication Technology (ICT),79.0204,,
2018,276,Germany,40,Institutions,89.698,,
2018,276,Germany,80,Private sector,80.1335,,
2018,276,Germany,10,Structural Change,93.2084,,
2018,288,Ghana,0,Overall index: Productive capacities index,36.0155,,
2018,288,Ghana,30,Human capital,29.5503,,
2018,288,Ghana,50,Natural capital,50.568,,
2018,288,Ghana,20,Energy,42.7991,,
2018,288,Ghana,70,Transport,15.8881,,
2018,288,Ghana,60,Information and Communication Technology (ICT),33.7014,,
2018,288,Ghana,40,Institutions,55.5757,,
2018,288,Ghana,80,Private sector,36.4176,,
2018,288,Ghana,10,Structural Change,40.8442,,
2018,300,Greece,0,Overall index: Productive capacities index,54.0547,,
2018,300,Greece,30,Human capital,70.8923,,
2018,300,Greece,50,Natural capital,25.6948,,
2018,300,Greece,20,Energy,65.8907,,
2018,300,Greece,70,Transport,47.3261,,
2018,300,Greece,60,Information and Communication Technology (ICT),70.167,,
2018,300,Greece,40,Institutions,61.8903,,
2018,300,Greece,80,Private sector,56.995,,
2018,300,Greece,10,Structural Change,51.8448,,
2018,308,Grenada,0,Overall index: Productive capacities index,48.8075,,
2018,308,Grenada,30,Human capital,50.9972,,
2018,308,Grenada,50,Natural capital,9.7036,,
2018,308,Grenada,20,Energy,69.6081,At least half of the indicators in the category have been imputed.,
2018,308,Grenada,70,Transport,89.0583,All indicators in the category have been imputed.,
2018,308,Grenada,60,Information and Communication Technology (ICT),55.0185,,
2018,308,Grenada,40,Institutions,61.5085,,
2018,308,Grenada,80,Private sector,55.3808,,
2018,308,Grenada,10,Structural Change,56.0118,,
2018,316,Guam,0,Overall index: Productive capacities index,57.8404,At least half of the indicators in the category have been imputed.,
2018,316,Guam,30,Human capital,48.4749,At least half of the indicators in the category have been imputed.,
2018,316,Guam,50,Natural capital,20.8662,,
2018,316,Guam,20,Energy,79.4079,At least half of the indicators in the category have been imputed.,
2018,316,Guam,70,Transport,81.1713,All indicators in the category have been imputed.,
2018,316,Guam,60,Information and Communication Technology (ICT),55.0456,At least half of the indicators in the category have been imputed.,
2018,316,Guam,40,Institutions,73.6564,,
2018,316,Guam,80,Private sector,83.2261,All indicators in the category have been imputed.,
2018,316,Guam,10,Structural Change,56.9422,At least half of the indicators in the category have been imputed.,
2018,320,Guatemala,0,Overall index: Productive capacities index,37.6153,,
2018,320,Guatemala,30,Human capital,35.2512,,
2018,320,Guatemala,50,Natural capital,36.526,,
2018,320,Guatemala,20,Energy,48.2932,,
2018,320,Guatemala,70,Transport,16.5605,,
2018,320,Guatemala,60,Information and Communication Technology (ICT),44.421,,
2018,320,Guatemala,40,Institutions,41.2692,,
2018,320,Guatemala,80,Private sector,42.0981,,
2018,320,Guatemala,10,Structural Change,50.4321,,
2018,324,Guinea,0,Overall index: Productive capacities index,30.1712,,
2018,324,Guinea,30,Human capital,21.7362,,
2018,324,Guinea,50,Natural capital,61.9241,,
2018,324,Guinea,20,Energy,23.0661,At least half of the indicators in the category have been imputed.,
2018,324,Guinea,70,Transport,24.9978,At least half of the indicators in the category have been imputed.,
2018,324,Guinea,60,Information and Communication Technology (ICT),23.2888,,
2018,324,Guinea,40,Institutions,33.8067,,
2018,324,Guinea,80,Private sector,30.248,At least half of the indicators in the category have been imputed.,
2018,324,Guinea,10,Structural Change,37.1517,,
2018,624,Guinea-Bissau,0,Overall index: Productive capacities index,24.3015,,
2018,624,Guinea-Bissau,30,Human capital,28.2518,,
2018,624,Guinea-Bissau,50,Natural capital,48.3643,,
2018,624,Guinea-Bissau,20,Energy,13.952,At least half of the indicators in the category have been imputed.,
2018,624,Guinea-Bissau,70,Transport,44.4278,At least half of the indicators in the category have been imputed.,
2018,624,Guinea-Bissau,60,Information and Communication Technology (ICT),19.9012,,
2018,624,Guinea-Bissau,40,Institutions,29.0047,,
2018,624,Guinea-Bissau,80,Private sector,43.3724,At least half of the indicators in the category have been imputed.,
2018,624,Guinea-Bissau,10,Structural Change,5.7363,,
2018,328,Guyana,0,Overall index: Productive capacities index,42.7029,,
2018,328,Guyana,30,Human capital,36.2409,,
2018,328,Guyana,50,Natural capital,38.0762,,
2018,328,Guyana,20,Energy,52.552,,
2018,328,Guyana,70,Transport,35.5952,,
2018,328,Guyana,60,Information and Communication Technology (ICT),46.91,At least half of the indicators in the category have been imputed.,
2018,328,Guyana,40,Institutions,50.268,,
2018,328,Guyana,80,Private sector,41.9099,,
2018,328,Guyana,10,Structural Change,43.3463,,
2018,332,Haiti,0,Overall index: Productive capacities index,24.2859,,
2018,332,Haiti,30,Human capital,27.8852,,
2018,332,Haiti,50,Natural capital,42.2346,,
2018,332,Haiti,20,Energy,15.1853,,
2018,332,Haiti,70,Transport,8.5132,All indicators in the category have been imputed.,
2018,332,Haiti,60,Information and Communication Technology (ICT),22.9684,,
2018,332,Haiti,40,Institutions,28.9376,,
2018,332,Haiti,80,Private sector,32.3219,,
2018,332,Haiti,10,Structural Change,36.9982,,
2018,340,Honduras,0,Overall index: Productive capacities index,37.668,,
2018,340,Honduras,30,Human capital,36.6439,,
2018,340,Honduras,50,Natural capital,33.9583,,
2018,340,Honduras,20,Energy,37.932,,
2018,340,Honduras,70,Transport,24.181,,
2018,340,Honduras,60,Information and Communication Technology (ICT),36.8614,,
2018,340,Honduras,40,Institutions,41.1505,,
2018,340,Honduras,80,Private sector,43.8051,,
2018,340,Honduras,10,Structural Change,53.4422,,
2018,348,Hungary,0,Overall index: Productive capacities index,58.4568,,
2018,348,Hungary,30,Human capital,63.66,,
2018,348,Hungary,50,Natural capital,34.0602,,
2018,348,Hungary,20,Energy,67.1088,,
2018,348,Hungary,70,Transport,44.7395,,
2018,348,Hungary,60,Information and Communication Technology (ICT),68.2091,,
2018,348,Hungary,40,Institutions,66.6079,,
2018,348,Hungary,80,Private sector,61.8091,,
2018,348,Hungary,10,Structural Change,74.5892,,
2018,352,Iceland,0,Overall index: Productive capacities index,64.648,,
2018,352,Iceland,30,Human capital,81.2494,,
2018,352,Iceland,50,Natural capital,25.2142,,
2018,352,Iceland,20,Energy,72.8426,,
2018,352,Iceland,70,Transport,78.029,,
2018,352,Iceland,60,Information and Communication Technology (ICT),80.4006,,
2018,352,Iceland,40,Institutions,90.5509,,
2018,352,Iceland,80,Private sector,70.5536,,
2018,352,Iceland,10,Structural Change,51.0109,,
2018,356,India,0,Overall index: Productive capacities index,44.2941,,
2018,356,India,30,Human capital,35.9497,,
2018,356,India,50,Natural capital,44.6931,,
2018,356,India,20,Energy,46.5659,,
2018,356,India,70,Transport,29.6219,,
2018,356,India,60,Information and Communication Technology (ICT),32.0042,,
2018,356,India,40,Institutions,53.0435,,
2018,356,India,80,Private sector,51.3262,,
2018,356,India,10,Structural Change,76.7309,,
2018,360,Indonesia,0,Overall index: Productive capacities index,46.6603,,
2018,360,Indonesia,30,Human capital,37.2848,,
2018,360,Indonesia,50,Natural capital,37.0099,,
2018,360,Indonesia,20,Energy,59.0934,,
2018,360,Indonesia,70,Transport,34.0744,,
2018,360,Indonesia,60,Information and Communication Technology (ICT),43.929,,
2018,360,Indonesia,40,Institutions,52.6348,,
2018,360,Indonesia,80,Private sector,49.0246,,
2018,360,Indonesia,10,Structural Change,71.3381,,
2018,960,Indonesia (...2002),0,Overall index: Productive capacities index,,,Not applicable
2018,960,Indonesia (...2002),30,Human capital,,,Not applicable
2018,960,Indonesia (...2002),50,Natural capital,,,Not applicable
2018,960,Indonesia (...2002),20,Energy,,,Not applicable
2018,960,Indonesia (...2002),70,Transport,,,Not applicable
2018,960,Indonesia (...2002),60,Information and Communication Technology (ICT),,,Not applicable
2018,960,Indonesia (...2002),40,Institutions,,,Not applicable
2018,960,Indonesia (...2002),80,Private sector,,,Not applicable
2018,960,Indonesia (...2002),10,Structural Change,,,Not applicable
2018,364,Iran (Islamic Republic of),0,Overall index: Productive capacities index,47.4479,,
2018,364,Iran (Islamic Republic of),30,Human capital,53.69,,
2018,364,Iran (Islamic Republic of),50,Natural capital,47.5078,,
2018,364,Iran (Islamic Republic of),20,Energy,68.6326,,
2018,364,Iran (Islamic Republic of),70,Transport,33.6761,,
2018,364,Iran (Islamic Republic of),60,Information and Communication Technology (ICT),57.207,,
