Year,Economy,Economy Label,TEU (Twenty foot Equivalent Unit),TEU (Twenty foot Equivalent Unit) Footnote,TEU (Twenty foot Equivalent Unit) Missing value
2020,752,"Sweden",1612953,,
2020,760,"Syrian Arab Republic",243348,,
2020,764,"Thailand",9568488,,
2020,768,"Togo",1725270,,
2020,780,"Trinidad and Tobago",406778,,
2020,788,"Tunisia",483178,,
2020,792,"Turkiye",11626578,,
2020,804,"Ukraine",1048691,,
2020,784,"United Arab Emirates",18721000,,
2020,826,"United Kingdom",9732000,,
2020,834,"United Republic of Tanzania",709881,,
2020,840,"United States",53035170,,
2020,858,"Uruguay",764797,,
2020,862,"Venezuela (Bolivarian Rep. of)",,,"Not publishable"
2020,704,"Viet Nam",16394723,,
2020,887,"Yemen",423393,,
2020,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5319459,,
2020,926,"United Kingdom including Channel Islands and Isle of Man",9732000,,
2020,842,"United States of America including Puerto Rico and United States Virgin Islands",54525388,,
2020,5600,"Asia and Oceania",531592094,,
2020,5702,"Northern America and Europe",172884624,,
2020,5706,"Europe, Northern America, Australia and New Zealand",184801278,,
2020,5703,"Central and Southern Asia",31759200,,
2020,5704,"Eastern and South-Eastern Asia",434461338,,
2020,5705,"Western Asia and Northern Africa",70272797,,
2020,1400,"Developing economies",553872157,,
2020,1410,"Developing economies: Africa",34506001,,
2020,1420,"Developing economies: Americas",53478371,,
2020,1460,"Developing economies: Asia and Oceania",465887785,,
2020,1430,"Developing economies: Asia",465365758,,
2020,1450,"Developing economies: Oceania",522027,,
2020,1500,"Developed economies",238588933,,
2020,1520,"Developed economies: Americas",59333193,,
2020,1560,"Developed economies: Asia and Oceania",65704309,,
2020,1530,"Developed economies: Asia",53787655,,
2020,1550,"Developed economies: Oceania",11916654,,
2020,1540,"Developed economies: Europe",113551431,,
2020,1600,"Developing economies excluding China",313392157,,
2020,1601,"Developing economies excluding LDCs",542936351,,
2020,1610,"LDCs (Least developed countries)",10935806,,
2020,1614,"LDCs: Africa",5688115,,
2020,1612,"LDCs: Asia",5058191,,
2020,1615,"LDCs: Islands and Haiti",189500,,
2020,1640,"SIDS (Small island developing States) (UN-OHRLLS)",46157814,,
2020,1641,"SIDS: Atlantic and Indian Ocean",514217,,
2020,1642,"SIDS: Caribbean",8250670,,
2020,1643,"SIDS: Pacific",37392927,,
2020,2623,"Low-income developing economies",8464076,,
2020,2622,"Middle-income developing economies",100045533,,
2020,2621,"High-income developing economies",442903614,,
2020,2711,"BRICS",277524631,,
2020,3412,"European Union (2020 …)",97814068,,
2020,3916,"G20 (Group of Twenty)",475463857,,
2020,3919,"G-77 (Group of 77)",499790717,,
2020,3905,"OECD (Organisation for Economic Cooperation and Development)",257257598,,
2021,0000,"World",849545454,,
2021,5100,"Africa",36641073,,
2021,5110,"Northern Africa",18373069,,
2021,5120,"Sub-Saharan Africa",18268004,,
2021,5121,"Eastern Africa",4171140,,
2021,5122,"Middle Africa",2227167,,
2021,5123,"Southern Africa",4571203,,
2021,5124,"Western Africa",7298494,,
2021,5200,"Americas",127911116,,
2021,5210,"Northern America",67941326,,
2021,5220,"Latin America and the Caribbean",59969790,,
2021,5221,"Caribbean",9161510,,
2021,5222,"Central America",21071298,,
2021,5223,"South America",29736982,,
2021,5300,"Asia",551392093,,
2021,5330,"Eastern Asia",342310954,,
2021,5350,"South-eastern Asia",119200349,,
2021,5320,"Southern Asia",35181805,,
2021,5340,"Western Asia",54698985,,
2021,5400,"Europe",120576203,,
2021,5410,"Eastern Europe",10348292,,
2021,5420,"Northern Europe",18100808,,
2021,5430,"Southern Europe",43016585,,
2021,5440,"Western Europe",49110518,,
2021,5500,"Oceania",13024969,,
2021,008,"Albania",,,"Not publishable"
2021,012,"Algeria",,,"Not publishable"
2021,024,"Angola",628348,,
2021,028,"Antigua and Barbuda",,,"Not publishable"
2021,032,"Argentina",1798923,,
2021,533,"Aruba",57062,,
2021,036,"Australia",9254248,,
2021,044,"Bahamas",1761742,,
2021,048,"Bahrain",404904,,
2021,050,"Bangladesh",3271732,,
2021,052,"Barbados",93899,,
2021,056,"Belgium",13095258,,
2021,084,"Belize",,,"Not publishable"
2021,076,"Brazil",11801530,,
2021,100,"Bulgaria",245160,,
2021,132,"Cabo Verde",79754,,
2021,116,"Cambodia",732387,,
2021,120,"Cameroon",,,"Not publishable"
2021,124,"Canada",7169607,,
2021,136,"Cayman Islands",,,"Not publishable"
2021,152,"Chile",4335451,,
2021,156,"China",256945700,,
2021,344,"China, Hong Kong SAR",17772000,,
2021,158,"China, Taiwan Province of",15453000,,
2021,170,"Colombia",4901510,,
2021,178,"Congo",1003734,,
2021,188,"Costa Rica",1523198,,
2021,384,"Cote d'Ivoire",1042418,,
2021,191,"Croatia",379623,,
2021,192,"Cuba",246352,,
2021,531,"Curacao",92640,,
2021,196,"Cyprus",319131,,
2021,180,"Dem. Rep. of the Congo",,,"Not publishable"
2021,208,"Denmark",1054552,,
2021,262,"Djibouti",692000,,
2021,214,"Dominican Republic",2184754,,
2021,218,"Ecuador",2632031,,
2021,818,"Egypt",7226065,,
2021,222,"El Salvador",294326,,
2021,226,"Equatorial Guinea",,,"Not publishable"
2021,233,"Estonia",226689,,
2021,246,"Finland",1409037,,
2021,250,"France",5522541,,
2021,254,"French Guiana",68000,,
2021,258,"French Polynesia",80220,,
2021,266,"Gabon",,,"Not publishable"
2021,268,"Georgia",401269,,
2021,276,"Germany",14710963,,
2021,288,"Ghana",1604724,,
2021,300,"Greece",6077102,,
2021,308,"Grenada",22117,,
2021,312,"Guadeloupe",238680,,
2021,316,"Guam",,,"Not publishable"
2021,320,"Guatemala",1735500,,
2021,324,"Guinea",,,"Not publishable"
2021,328,"Guyana",58377,,
2021,332,"Haiti",193900,,
2021,340,"Honduras",824876,,
2021,352,"Iceland",360000,,
2021,356,"India",19561769,,
2021,360,"Indonesia",13008301,,
2021,364,"Iran (Islamic Republic of)",,,"Not publishable"
2021,372,"Ireland",1143007,,
2021,376,"Israel",3038827,,
2021,380,"Italy",11303247,,
2021,388,"Jamaica",1975401,,
2021,392,"Japan",22353354,,
2021,400,"Jordan",765662,,
2021,404,"Kenya",1435565,,
2021,428,"Latvia",434146,,
2021,422,"Lebanon",675301,,
2021,434,"Libya",422100,,
2021,440,"Lithuania",666775,,
2021,458,"Malaysia",28261849,,
2021,470,"Malta",3075918,,
2021,474,"Martinique",171127,,
2021,480,"Mauritius",436398,,
2021,175,"Mayotte",,,"Not publishable"
2021,484,"Mexico",7852417,,
2021,499,"Montenegro",38352,,
2021,504,"Morocco",8457129,,
2021,508,"Mozambique",440582,"Estimated",
2021,104,"Myanmar",694016,,
2021,516,"Namibia",155980,,
2021,528,"Netherlands (Kingdom of the)",15781756,,
2021,530,"Netherlands Antilles",,,"Not applicable"
2021,540,"New Caledonia",107834,,
2021,554,"New Zealand",3249262,,
2021,558,"Nicaragua",172544,,
2021,566,"Nigeria",1566109,,
2021,578,"Norway",881238,,
2021,512,"Oman",5238968,,
2021,586,"Pakistan",3548000,,
2021,591,"Panama",8623927,,
2021,598,"Papua New Guinea",,,"Not publishable"
2021,604,"Peru",2874109,,
2021,608,"Philippines",8674859,,
2021,616,"Poland",3187943,,
2021,620,"Portugal",3294407,,
2021,630,"Puerto Rico",1490218,,
2021,634,"Qatar",1543591,,
2021,410,"Republic of Korea",29786900,,
2021,638,"Reunion",392937,,
2021,642,"Romania",631964,,
2021,643,"Russian Federation",5260849,,
2021,662,"Saint Lucia",35521,,
2021,670,"Saint Vincent and the Grenadines",,,"Not publishable"
2021,882,"Samoa",43933,,
2021,682,"Saudi Arabia",9875946,,
2021,686,"Senegal",769358,,
2021,702,"Singapore",37571200,,
2021,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2021,705,"Slovenia",997000,,
2021,710,"South Africa",4415223,,
2021,724,"Spain",17712459,,
2021,144,"Sri Lanka",7250000,,
2021,729,"Sudan",320274,,
2021,736,"Sudan (...2011)",,,"Not applicable"
2021,740,"Suriname",109600,,
2021,752,"Sweden",1635183,,
2021,760,"Syrian Arab Republic",,,"Not publishable"
2021,764,"Thailand",10436689,,
2021,768,"Togo",1986131,,
2021,780,"Trinidad and Tobago",410393,,
2021,788,"Tunisia",469658,,
2021,792,"Turkiye",12591327,,
2021,804,"Ukraine",1022376,,
2021,784,"United Arab Emirates",19182000,,
2021,826,"United Kingdom",10290181,,
2021,834,"United Republic of Tanzania",700000,,
2021,840,"United States",60771719,,
2021,858,"Uruguay",977922,,
2021,862,"Venezuela (Bolivarian Rep. of)",,,"Not publishable"
2021,704,"Viet Nam",19821048,,
2021,887,"Yemen",418711,,
2021,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",6466943,,
2021,926,"United Kingdom including Channel Islands and Isle of Man",10290181,,
2021,842,"United States of America including Puerto Rico and United States Virgin Islands",62261937,,
2021,5600,"Asia and Oceania",564417062,,
2021,5702,"Northern America and Europe",188517529,,
2021,5706,"Europe, Northern America, Australia and New Zealand",201021039,,
2021,5703,"Central and Southern Asia",35181805,,
2021,5704,"Eastern and South-Eastern Asia",461511303,,
2021,5705,"Western Asia and Northern Africa",73072054,,
2021,1400,"Developing economies",593026203,,
2021,1410,"Developing economies: Africa",36641073,,
2021,1420,"Developing economies: Americas",59969790,,
2021,1460,"Developing economies: Asia and Oceania",496415340,,
2021,1430,"Developing economies: Asia",495893881,,
2021,1450,"Developing economies: Oceania",521459,,
2021,1500,"Developed economies",256519251,,
2021,1520,"Developed economies: Americas",67941326,,
2021,1560,"Developed economies: Asia and Oceania",68001722,,
2021,1530,"Developed economies: Asia",55498212,,
2021,1550,"Developed economies: Oceania",12503510,,
2021,1540,"Developed economies: Europe",120576203,,
2021,1600,"Developing economies excluding China",336080503,,
2021,1601,"Developing economies excluding LDCs",581886553,,
2021,1610,"LDCs (Least developed countries)",11139650,,
2021,1614,"LDCs: Africa",5828904,,
2021,1612,"LDCs: Asia",5116846,,
2021,1615,"LDCs: Islands and Haiti",193900,,
2021,1640,"SIDS (Small island developing States) (UN-OHRLLS)",47982808,,
2021,1641,"SIDS: Atlantic and Indian Ocean",516152,,
2021,1642,"SIDS: Caribbean",9373997,,
2021,1643,"SIDS: Pacific",38092659,,
2021,2623,"Low-income developing economies",8643273,,
2021,2622,"Middle-income developing economies",110546639,,
2021,2621,"High-income developing economies",471316717,,
2021,2711,"BRICS",297985071,,
2021,3412,"European Union (2020 …)",103848263,,
2021,3916,"G20 (Group of Twenty)",514274745,,
2021,3919,"G-77 (Group of 77)",535957035,,
2021,3905,"OECD (Organisation for Economic Cooperation and Development)",277555706,,
2022,0000,"World",854112884,,
2022,5100,"Africa",36568028,,
2022,5110,"Northern Africa",19140121,,
2022,5120,"Sub-Saharan Africa",17427907,,
2022,5121,"Eastern Africa",4039092,,
2022,5122,"Middle Africa",2249478,,
2022,5123,"Southern Africa",4221628,,
2022,5124,"Western Africa",6917709,,
2022,5200,"Americas",127737206,,
2022,5210,"Northern America",68109635,,
2022,5220,"Latin America and the Caribbean",59627571,,
2022,5221,"Caribbean",9186031,,
2022,5222,"Central America",21444664,,
2022,5223,"South America",28996876,,
2022,5300,"Asia",561394801,,
2022,5330,"Eastern Asia",351257113,,
2022,5350,"South-eastern Asia",118865071,,
2022,5320,"Southern Asia",35213827,,
2022,5340,"Western Asia",56058790,,
2022,5400,"Europe",115083068,,
2022,5410,"Eastern Europe",8003052,,
2022,5420,"Northern Europe",18162270,,
2022,5430,"Southern Europe",42325988,,
2022,5440,"Western Europe",46591758,,
2022,5500,"Oceania",13329780,,
2022,008,"Albania",133000,,
2022,012,"Algeria",,,"Not publishable"
2022,024,"Angola",677326,,
2022,028,"Antigua and Barbuda",,,"Not publishable"
2022,032,"Argentina",1667161,,
2022,533,"Aruba",65000,,
2022,036,"Australia",9375992,,
2022,044,"Bahamas",1702995,,
2022,048,"Bahrain",384052,,
2022,050,"Bangladesh",3200236,,
2022,052,"Barbados",97000,,
2022,056,"Belgium",12334925,,
2022,084,"Belize",,,"Not publishable"
2022,076,"Brazil",11683239,,
2022,100,"Bulgaria",254854,,
2022,132,"Cabo Verde",82871,,
2022,116,"Cambodia",,,"Not publishable"
2022,120,"Cameroon",340000,,
2022,124,"Canada",7075877,,
2022,136,"Cayman Islands",40829,,
2022,152,"Chile",4203293,,
2022,156,"China",269030000,,
2022,344,"China, Hong Kong SAR",16573000,,
2022,158,"China, Taiwan Province of",14689486,,
2022,170,"Colombia",4480670,,
2022,178,"Congo",1003734,,
2022,188,"Costa Rica",1594323,,
2022,384,"Cote d'Ivoire",1083605,,
2022,191,"Croatia",544015,,
2022,192,"Cuba",261080,,
2022,531,"Curacao",100835,,
2022,196,"Cyprus",371740,,
2022,180,"Dem. Rep. of the Congo",,,"Not publishable"
2022,208,"Denmark",1079406,,
2022,262,"Djibouti",635000,,
2022,214,"Dominican Republic",2043326,,
2022,218,"Ecuador",2602629,,
2022,818,"Egypt",7646643,,
2022,222,"El Salvador",242307,,
2022,226,"Equatorial Guinea",,,"Not publishable"
2022,233,"Estonia",288208,,
2022,246,"Finland",1446004,,
2022,250,"France",5593633,,
2022,254,"French Guiana",72420,,
2022,258,"French Polynesia",84772,,
2022,266,"Gabon",,,"Not publishable"
2022,268,"Georgia",477357,,
2022,276,"Germany",13733867,,
2022,288,"Ghana",1244245,,
2022,300,"Greece",5705566,,
2022,308,"Grenada",,,"Not publishable"
2022,312,"Guadeloupe",235699,,
2022,316,"Guam",,,"Not publishable"
2022,320,"Guatemala",1660504,,
2022,324,"Guinea",,,"Not publishable"
2022,328,"Guyana",,,"Not publishable"
2022,332,"Haiti",200297,,
2022,340,"Honduras",923321,,
2022,352,"Iceland",360000,,
2022,356,"India",19717168,,
2022,360,"Indonesia",12427811,,
2022,364,"Iran (Islamic Republic of)",,,"Not publishable"
2022,372,"Ireland",1154803,,
2022,376,"Israel",3119056,,
2022,380,"Italy",11577495,,
2022,388,"Jamaica",2137500,,
2022,392,"Japan",22462583,,
2022,400,"Jordan",854308,,
2022,404,"Kenya",1430000,,
2022,428,"Latvia",471684,,
2022,422,"Lebanon",481099,,
2022,434,"Libya",428760,,
2022,440,"Lithuania",1047941,,
2022,458,"Malaysia",27293935,,
2022,470,"Malta",2993799,,
2022,474,"Martinique",192133,,
2022,480,"Mauritius",407825,,
2022,175,"Mayotte",,,"Not publishable"
2022,484,"Mexico",8307884,,
2022,499,"Montenegro",,,"Not publishable"
2022,504,"Morocco",8835181,,
2022,508,"Mozambique",420500,"Estimated",
2022,104,"Myanmar",846426,,
2022,516,"Namibia",168278,,
2022,528,"Netherlands (Kingdom of the)",14929333,,
2022,530,"Netherlands Antilles",,,"Not applicable"
2022,540,"New Caledonia",,,"Not publishable"
2022,554,"New Zealand",3426030,,
2022,558,"Nicaragua",153390,,
2022,566,"Nigeria",1566109,,
2022,578,"Norway",933300,,
2022,512,"Oman",5228483,,
2022,586,"Pakistan",3383580,,
2022,591,"Panama",8518425,,
2022,598,"Papua New Guinea",,,"Not publishable"
2022,604,"Peru",2865239,,
2022,608,"Philippines",9258516,,
2022,616,"Poland",3061848,,
2022,620,"Portugal",3154287,,
2022,630,"Puerto Rico",1398600,,
2022,634,"Qatar",1408804,,
2022,410,"Republic of Korea",28502044,,
2022,638,"Reunion",372109,,
2022,642,"Romania",772046,,
2022,643,"Russian Federation",3914304,,
2022,662,"Saint Lucia",39021,,
2022,670,"Saint Vincent and the Grenadines",18198,,
2022,882,"Samoa",45680,,
2022,682,"Saudi Arabia",10469213,,
2022,686,"Senegal",738000,,
2022,702,"Singapore",37289600,,
2022,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2022,705,"Slovenia",1017798,,
2022,710,"South Africa",4053350,,
2022,724,"Spain",17161676,,
2022,144,"Sri Lanka",6860000,,
2022,729,"Sudan",,,"Not publishable"
2022,736,"Sudan (...2011)",,,"Not applicable"
2022,740,"Suriname",103874,,
2022,752,"Sweden",1631248,,
2022,760,"Syrian Arab Republic",,,"Not publishable"
2022,764,"Thailand",10497112,,
2022,768,"Togo",1952879,,
2022,780,"Trinidad and Tobago",498544,,
2022,788,"Tunisia",431420,,
2022,792,"Turkiye",12366172,,
2022,804,"Ukraine",,,"Not publishable"
2022,784,"United Arab Emirates",20300000,,
2022,826,"United Kingdom",9749676,,
2022,834,"United Republic of Tanzania",700000,,
2022,840,"United States",61033758,,
2022,858,"Uruguay",1080445,,
2022,862,"Venezuela (Bolivarian Rep. of)",,,"Not publishable"
2022,704,"Viet Nam",20519284,,
2022,887,"Yemen",355158,,
2022,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",6539652,,
2022,926,"United Kingdom including Channel Islands and Isle of Man",9749676,,
2022,842,"United States of America including Puerto Rico and United States Virgin Islands",62432358,,
2022,5600,"Asia and Oceania",574724581,,
2022,5702,"Northern America and Europe",183192703,,
2022,5706,"Europe, Northern America, Australia and New Zealand",195994725,,
2022,5703,"Central and Southern Asia",35213827,,
2022,5704,"Eastern and South-Eastern Asia",470122184,,
2022,5705,"Western Asia and Northern Africa",75198911,,
2022,1400,"Developing economies",603662735,,
2022,1410,"Developing economies: Africa",36568028,,
2022,1420,"Developing economies: Americas",59627571,,
2022,1460,"Developing economies: Asia and Oceania",507467136,,
2022,1430,"Developing economies: Asia",506939378,,
2022,1450,"Developing economies: Oceania",527758,,
2022,1500,"Developed economies",250450148,,
2022,1520,"Developed economies: Americas",68109635,,
2022,1560,"Developed economies: Asia and Oceania",67257445,,
2022,1530,"Developed economies: Asia",54455423,,
2022,1550,"Developed economies: Oceania",12802022,,
2022,1540,"Developed economies: Europe",115083068,,
2022,1600,"Developing economies excluding China",334632735,,
2022,1601,"Developing economies excluding LDCs",592592041,,
2022,1610,"LDCs (Least developed countries)",11070694,,
2022,1614,"LDCs: Africa",5736190,,
2022,1612,"LDCs: Asia",5134207,,
2022,1615,"LDCs: Islands and Haiti",200297,,
2022,1640,"SIDS (Small island developing States) (UN-OHRLLS)",47700846,,
2022,1641,"SIDS: Atlantic and Indian Ocean",490696,,
2022,1642,"SIDS: Caribbean",9392792,,
2022,1643,"SIDS: Pacific",37817358,,
2022,2623,"Low-income developing economies",8514376,,
2022,2622,"Middle-income developing economies",111252228,,
2022,2621,"High-income developing economies",481466558,,
2022,2711,"BRICS",308398061,,
2022,3412,"European Union (2020 …)",101272195,,
2022,3916,"G20 (Group of Twenty)",522741227,,
2022,3919,"G-77 (Group of 77)",548314793,,
2022,3905,"OECD (Organisation for Economic Cooperation and Development)",273326399,,
2023,0000,"World",858183305,,
2023,5100,"Africa",38974203,,
2023,5110,"Northern Africa",21034325,,
2023,5120,"Sub-Saharan Africa",17939878,,
2023,5121,"Eastern Africa",4252403,,
2023,5122,"Middle Africa",2249478,,
2023,5123,"Southern Africa",4284704,,
2023,5124,"Western Africa",7153293,,
2023,5200,"Americas",119480005,,
2023,5210,"Northern America",60385363,,
2023,5220,"Latin America and the Caribbean",59094642,,
2023,5221,"Caribbean",8774846,,
2023,5222,"Central America",21432475,,
2023,5223,"South America",28887321,,
2023,5300,"Asia",576610475,,
2023,5330,"Eastern Asia",359237366,,
2023,5350,"South-eastern Asia",121698771,,
2023,5320,"Southern Asia",37609813,,
2023,5340,"Western Asia",58064525,,
2023,5400,"Europe",110115483,,
2023,5410,"Eastern Europe",8693706,,
2023,5420,"Northern Europe",16937334,,
2023,5430,"Southern Europe",41360948,,
2023,5440,"Western Europe",43123495,,
2023,5500,"Oceania",13003140,,
2023,008,"Albania",184017,,
2023,012,"Algeria",,,"Not publishable"
2023,024,"Angola",,,"Not publishable"
2023,028,"Antigua and Barbuda",,,"Not publishable"
2023,032,"Argentina",1490437,,
2023,533,"Aruba",65000,,
2023,036,"Australia",9291164,,
2023,044,"Bahamas",1353256,,
2023,048,"Bahrain",404443,,
2023,050,"Bangladesh",3108732,,
2023,052,"Barbados",101300,,
2023,056,"Belgium",11482434,,
2023,084,"Belize",,,"Not publishable"
2023,076,"Brazil",11613563,,
2023,100,"Bulgaria",282160,,
2023,132,"Cabo Verde",,,"Not publishable"
2023,116,"Cambodia",,,"Not publishable"
2023,120,"Cameroon",,,"Not publishable"
2023,124,"Canada",6102658,,
2023,136,"Cayman Islands",,,"Not publishable"
2023,152,"Chile",,,"Not publishable"
2023,156,"China",279793800,,
2023,344,"China, Hong Kong SAR",14345000,,
2023,158,"China, Taiwan Province of",13596979,,
2023,170,"Colombia",4503448,,
2023,178,"Congo",,,"Not publishable"
2023,188,"Costa Rica",1658363,,
2023,384,"Cote d'Ivoire",,,"Not publishable"
2023,191,"Croatia",508491,,
2023,192,"Cuba",311127,,
2023,531,"Curacao",98051,,
2023,196,"Cyprus",359778,,
2023,180,"Dem. Rep. of the Congo",,,"Not publishable"
2023,208,"Denmark",926423,,
2023,262,"Djibouti",,,"Not publishable"
2023,214,"Dominican Republic",2101589,,
2023,218,"Ecuador",2588075,,
2023,818,"Egypt",8360875,,
2023,222,"El Salvador",256043,,
2023,226,"Equatorial Guinea",,,"Not publishable"
2023,233,"Estonia",221405,,
2023,246,"Finland",1368831,,
2023,250,"France",4869539,,
2023,254,"French Guiana",75777,,
2023,258,"French Polynesia",,,"Not publishable"
2023,266,"Gabon",,,"Not publishable"
2023,268,"Georgia",701520,,
2023,276,"Germany",12660224,,
2023,288,"Ghana",1228000,,
2023,300,"Greece",5818508,,
2023,308,"Grenada",,,"Not publishable"
2023,312,"Guadeloupe",216500,,
2023,316,"Guam",,,"Not publishable"
2023,320,"Guatemala",1768269,,
2023,324,"Guinea",,,"Not publishable"
2023,328,"Guyana",,,"Not publishable"
2023,332,"Haiti",200000,,
2023,340,"Honduras",907410,,
2023,352,"Iceland",425000,,
2023,356,"India",22208000,,
2023,360,"Indonesia",,,"Not publishable"
2023,364,"Iran (Islamic Republic of)",,,"Not publishable"
2023,372,"Ireland",895278,,
2023,376,"Israel",3142212,,
2023,380,"Italy",11302270,,
2023,388,"Jamaica",1995000,,
2023,392,"Japan",21498446,,
2023,400,"Jordan",900768,,
2023,404,"Kenya",1623080,,
2023,428,"Latvia",468895,,
2023,422,"Lebanon",,,"Not publishable"
2023,434,"Libya",465168,,
2023,440,"Lithuania",1050804,,
2023,458,"Malaysia",28246849,,
2023,470,"Malta",2907257,,
2023,474,"Martinique",187300,,
2023,480,"Mauritius",,,"Not publishable"
2023,175,"Mayotte",,,"Not publishable"
2023,484,"Mexico",8319202,,
2023,499,"Montenegro",35085,,
2023,504,"Morocco",9964410,,
2023,508,"Mozambique",489000,"Estimated",
2023,104,"Myanmar",761557,,
2023,516,"Namibia",160883,,
2023,528,"Netherlands (Kingdom of the)",14111298,,
2023,530,"Netherlands Antilles",,,"Not applicable"
2023,540,"New Caledonia",,,"Not publishable"
2023,554,"New Zealand",3184218,,
2023,558,"Nicaragua",155815,,
2023,566,"Nigeria",1466109,,
2023,578,"Norway",882560,,
2023,512,"Oman",4608110,,
2023,586,"Pakistan",2850087,,
2023,591,"Panama",8322863,,
2023,598,"Papua New Guinea",,,"Not publishable"
2023,604,"Peru",3131889,,
2023,608,"Philippines",8803874,,
2023,616,"Poland",2995174,,
2023,620,"Portugal",3178259,,
2023,630,"Puerto Rico",1349400,,
2023,634,"Qatar",1318414,,
2023,410,"Republic of Korea",30003141,,
2023,638,"Reunion",323840,,
2023,642,"Romania",830201,,
2023,643,"Russian Federation",4586171,,
2023,662,"Saint Lucia",37121,,
2023,670,"Saint Vincent and the Grenadines",,,"Not publishable"
2023,882,"Samoa",,,"Not publishable"
2023,682,"Saudi Arabia",11379951,,
2023,686,"Senegal",,,"Not publishable"
2023,702,"Singapore",39010000,,
2023,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2023,705,"Slovenia",1047779,,
2023,710,"South Africa",4123821,,
2023,724,"Spain",16379282,,
2023,144,"Sri Lanka",6940000,,
2023,729,"Sudan",,,"Not publishable"
2023,736,"Sudan (...2011)",,,"Not applicable"
2023,740,"Suriname",,,"Not publishable"
2023,752,"Sweden",1607998,,
2023,760,"Syrian Arab Republic",,,"Not publishable"
2023,764,"Thailand",10313980,,
2023,768,"Togo",1907439,,
2023,780,"Trinidad and Tobago",545177,,
2023,788,"Tunisia",445755,,
2023,792,"Turkiye",12554581,,
2023,804,"Ukraine",,,"Not publishable"
2023,784,"United Arab Emirates",21139000,,
2023,826,"United Kingdom",9090140,,
2023,834,"United Republic of Tanzania",,,"Not publishable"
2023,840,"United States",54282705,,
2023,858,"Uruguay",1120000,,
2023,862,"Venezuela (Bolivarian Rep. of)",,,"Not publishable"
2023,704,"Viet Nam",20780562,,
2023,887,"Yemen",,,"Not publishable"
2023,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5746614,,
2023,926,"United Kingdom including Channel Islands and Isle of Man",9090140,,
2023,842,"United States of America including Puerto Rico and United States Virgin Islands",55632105,,
2023,5600,"Asia and Oceania",589613615,,
2023,5702,"Northern America and Europe",170500846,,
2023,5706,"Europe, Northern America, Australia and New Zealand",182976228,,
2023,5703,"Central and Southern Asia",37609813,,
2023,5704,"Eastern and South-Eastern Asia",480936137,,
2023,5705,"Western Asia and Northern Africa",79098850,,
2023,1400,"Developing economies",620203501,,
2023,1410,"Developing economies: Africa",38974203,,
2023,1420,"Developing economies: Americas",59094642,,
2023,1460,"Developing economies: Asia and Oceania",522134656,,
2023,1430,"Developing economies: Asia",521606898,,
2023,1450,"Developing economies: Oceania",527758,,
2023,1500,"Developed economies",237979805,,
2023,1520,"Developed economies: Americas",60385363,,
2023,1560,"Developed economies: Asia and Oceania",67478959,,
2023,1530,"Developed economies: Asia",55003577,,
2023,1550,"Developed economies: Oceania",12475382,,
2023,1540,"Developed economies: Europe",110115483,,
2023,1600,"Developing economies excluding China",340409701,,
2023,1601,"Developing economies excluding LDCs",609222864,,
2023,1610,"LDCs (Least developed countries)",10980637,,
2023,1614,"LDCs: Africa",5759250,,
2023,1612,"LDCs: Asia",5021387,,
2023,1615,"LDCs: Islands and Haiti",200000,,
2023,1640,"SIDS (Small island developing States) (UN-OHRLLS)",49010061,,
2023,1641,"SIDS: Atlantic and Indian Ocean",490696,,
2023,1642,"SIDS: Caribbean",8981607,,
2023,1643,"SIDS: Pacific",39537758,,
2023,2623,"Low-income developing economies",7982627,,
2023,2622,"Middle-income developing economies",116790760,,
2023,2621,"High-income developing economies",493118685,,
2023,2711,"BRICS",322325355,,
2023,3412,"European Union (2020 …)",96149363,,
2023,3916,"G20 (Group of Twenty)",528219375,,
2023,3919,"G-77 (Group of 77)",567873104,,
2023,3905,"OECD (Organisation for Economic Cooperation and Development)",260221666,,
